Brand,Address,lat,lon
LiHo,"Gek Poh Shopping Centre, 762 Jurong West Street 75, #B1-08, S(640762)",1.348642,103.697741
LiHo,"China Square Central, 18 Cross Street, #01-56, S(048423)",1.2837062,103.846589
LiHo," Marina Bay Sands, 2 Bayfront Avenue, #01-72, S(018972)",1.2838167,103.859611
LiHo,"*SCAPE, Orchard Link 2, #02-10, S(237978)",1.3009437,103.835764
LiHo,"Greenwich V, 1 Seletar Road, #01-20, S(807011)",1.3875841,103.869409
LiHo,"Changi City Point, 5 Changi Business Park Central 1, #B1-41, S(486038)",1.3344148,103.96243
LiHo,"Asia Square Tower 2, 12 Marina View, #02-08, S(018961)",1.2784071,103.850791
LiHo,"Jurong East Mall (JEM), 50 Jurong Gateway Road, #B1-30, S(608549)",1.3332835,103.743064
LiHo,"Paya Lebar Square, 60 Paya Lebar Road, #01-50, S(409051)",1.3181283,103.892502
LiHo,"The Star Vista, 1 Vista Exchange Green, #B1-39, S(138617)",1.3068059,103.788482
LiHo,"Zhongshan Mall Balestier, 20 Ah Hood Road, #01-09, S(329984)",1.3267401,103.84657
LiHo,"Bedok Mall, 311 New Upper Changi Road, #B2-K16, S(467360)",1.324511,103.929462
LiHo,"HDB Admiralty Place, 677 Woodlands Avenue 6, #01-15, S(730677)",1.4399252,103.801386
LiHo,"Fairprice Hub, 1 Joo Koon Circle, #02-31, S(629117)",1.3271898,103.678719
LiHo,"Kinex, 11 Tanjong Katong Road, #B1-K5 , S(437157)",1.3149868,103.894643
LiHo,"Waterway Point, 83 Punggol Central, #B2-K10, S(828761)",1.4066475,103.902287
LiHo,"Paragon Shopping Centre, 290 Orchard Road, #B1-39/40, S(238859)",1.3038699,103.835798
LiHo,"Suntec City Mall, 3 Temasek Boulevard, #03-379, S(038983)",1.2938601,103.857146
LiHo,"18 Tai Seng, 18 Tai Seng Street, #B1-11, S(539775)",1.3363662,103.888831
LiHo,"Resorts World at Sentosa, 8 Sentosa Gateway, #01-83 , S(098269)",1.2561264,103.82105
LiHo,"Sentosa Beach Station, 50 Beach View, #01-K9, S(098604)",1.2513895,103.818299
LiHo,"T4 Airport, 10 Airport Boulevard, #01-08, S(819665)",1.3379497,103.982911
LiHo,"Bugis DTL, 191 Rochor Road, #B2-07(A) , S(188476)",1.3006986,103.856252
LiHo,"The CentrePoint, 176 Orchard Road, #B1-K2, S(238843)",1.3013596,103.83987
LiHo,"Tiong Bahru Plaza, 302 Tiong Bahru Road, #B1-K9, S(168732)",1.286675,103.82694
LiHo,"Bugis Street, 3 New Bugis Street, S(188867)",1.300599,103.854893
LiHo,"Capitol Piazza, 13 Stamford Road, #B2-31, S(178905)",1.2933006,103.851904
LiHo,"Cathay Cineleisure, 8 Grange Road, #B1- 06, S(239695)",1.3016415,103.836224
LiHo,"Toa Payoh Central, 190 Lorong 6, #01-536, S(310190)",1.3330014,103.848608
LiHo,"Ang Mo Kio Hub, #B2-57, 53 Ang Mo Kio Ave 3, S(569933)",1.3691188,103.848167
LiHo,"Heartland Mall, Blk 205 Hougang Street 21, #03-00, S(530205)",1.359469,103.885129
LiHo,"King Albert Park, 9 King Albert Park, #01-35, S(598332)",1.3370239,103.779432
LiHo,"Liang Court, 177 River Valley Road, #B1-14, S(179030)",1.2913794,103.844677
LiHo,"Lucky Chinatown, 211 New Bridge Road, #01-09, S(059432)",1.2836111,103.843333
LiHo,"Aljunied MRT, 81 Geylang Lorong 25 #01-04 S(388310)",1.3165977,103.883312
LiHo,"One Raffles Place, 1 Raffles Place, #B1-10, S(048616)",1.2844024,103.850982
LiHo,"My Village, 1 Maju Avenue, #01-04, S(556676)",1.3650428,103.865151
LiHo,"Aperia Mall, 12 Kallang Avenue #01-22, S(339511)",1.3095912,103.86436
LiHo,"Peace Centre, 1 Sophia Road #01-07, S(228149)",1.3012709,103.849433
LiHo,"Poiz Centre, 51 Upper Serangoon Road, #01-16, S(347697)",1.3312637,103.86831
LiHo,"Century Square, Tampines Central 5, #B1-27, S(529509)",1.3523888,103.943857
LiHo,"Rivervale Plaza, Blk 118 Rivervale Drive, #01-04, S(540118)",1.385427,103.901862
LiHo,"Red Hill MRT, 920 Tiong Bahru Road, #01-08, S(158792)",1.2896276,103.816762
LiHo,"Suntec City Mall, 3 Temasek Boulevard, #02-312, S(038983)",1.295051,103.859759
LiHo,"KiNEX, 11 Tanjong Katong Road, #B1-K19, S(436950)",1.3149868,103.894643
LiHo,"Parkway Centre, Marine Parade Central, #01-03, S(449408)",1.3018671,103.906107
LiHo,"Parkway Parade, 80 Marine Parade Central, #01-69A/K5/K6, S(449269)",1.3016433,103.905373
LiHo,"Seletar Mall, 33 Sengkang West Ave #B1-K27/28, S(797653)",1.3915397,103.876056
LiHo,"Tampines Hub, 51, Tampines Avenue 4, #01- K1, S(529684)",1.3538629,103.940859
LiHo,"Tanjong Pagar Centre, 7 Wallich Street, #B2-20, S(078884)",1.2767245,103.845078
LiHo,"NEX, 23 Serangoon Central, #04- K22-23, S(556083)",1.3507723,103.872259
LiHo,"V Hotel Lavender, 70 Jellicoe Road #01-21, S(208767)",1.3078779,103.862653
LiHo,"Whitesand, 1 Pasir Ris Central Street 3, #01-12A, S(518457)",1.3723357,103.949946
LiHo,"Bukit Gombak MRT, 802 Bukit Batok West Avenue 5, #01-01, S(659083)",1.359012,103.751888
LiHo,"Blossom Spring @ Yishun, 461 Yishun Avenue 6, #01-12, S(760461)",1.4284349,103.849977
LiHo,"Junction 9, Yishun Avenue 9, #01-37, S(768897)",1.433182,103.841643
LiHo,"Northpoint, 930 Yishun Avenue 2, #01-17, S(769098)",1.4298942,103.835798
LiHo,"Sun Plaza, 30 Sembawang Drive, #B1-29 , S(757713)",1.4453766,103.819932
LiHo,"Compass One 1, Sengkang Square, #B1-43, S(545078)",1.3922211,103.895289
LiHo,"Greenwich 1, #01-20, 1 Seletar Road, S(807011)",1.3875841,103.869409
LiHo,"Blk 442 Clementi Ave 3, #01-109, S(120442)",1.3150108,103.764356
LiHo,"Clementi Mall, 3155 Commonwealth, #B1- K6, S(129588)",1.3150108,103.764356
LiHo,"Jurong Point, 263 Jurong West Central 3, #03-89E, S(648831)",1.3392697,103.705181
LiHo,"National University of Singapore, Stall #08, 21 Lower Kent Ridge Road, Level 2 Yusof Ishak House, S(119077)",1.2987181,103.775011
LiHo,"NTU, HSS01, 14 Nanyang Drive, S(637332)",1.343741,103.683217
LiHo,"Coronation Plaza, NTUC Fairprice, 587 Bukit Timah Road, #01-01, S(269707)",1.3238889,103.81
Playmade,"NEX, 23 Serangoon Central, #04-17, S(556083)",1.3508388,103.872104
Playmade,"Ang Mo Kio MRT, 2450 Ang Mo Kio Ave 8, #01-04, S(569811)",1.3700903,103.849696
Playmade,"Tampines 1, Tampines Central 1, #01-59, S(529536)",1.35378,103.945267
Playmade,"Paya Lebar Quarter Mall, 10 Paya Lebar Rd, #B2-K5, S(409057)",1.316608,103.89248
Playmade,"Waterway Point, 83 Punggol Central, B1- K6, S(828761)",1.40669,103.902174
Playmade,"Tiong Bahru Plaza, 302 Tiong Bahru Rd, #01-154, S(168732)",1.2865009,103.827753
Playmade,"Marina Bay Link Mall, 8A Marina Blvd, #B2-43, S(018984)",1.2796098,103.854336
